REF_DATE,GEO,DGUID,Tenure including first-time homebuyer status,Select housing indicators,Statistics,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596448660,25.4.28.1,101800,,,,0
2018,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596448666,25.4.29.1,1121800,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596448666,25.4.29.1,1127700,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596448666,25.4.29.1,1001300,,,,0
2018,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596448678,25.4.30.1,297800,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596448678,25.4.30.1,305600,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to reduce housing costs,Number of households,Number,223,units,0,v1596448678,25.4.30.1,266900,,,,0
2018,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596448684,25.4.31.1,673700,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596448684,25.4.31.1,567200,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to be in a more desirable neighbourhood,Number of households,Number,223,units,0,v1596448684,25.4.31.1,391500,,,,0
2018,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596448690,25.4.32.1,107400,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596448690,25.4.32.1,74100,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved for personal health reasons,Number of households,Number,223,units,0,v1596448690,25.4.32.1,87000,,,,0
2018,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596448696,25.4.33.1,888300,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596448696,25.4.33.1,859500,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved to become a homeowner,Number of households,Number,223,units,0,v1596448696,25.4.33.1,909500,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596448702,25.4.34.1,23000,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved due to issues with previous landlord or other tenants,Number of households,Number,223,units,0,v1596448702,25.4.34.1,28000,,,,0
2018,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596448708,25.4.35.1,73300,,,,0
2021,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596448708,25.4.35.1,19100,,,,0
2022,Ontario,2021A000235,Owner who is not a first-time homebuyer,Moved for another reason,Number of households,Number,223,units,0,v1596448708,25.4.35.1,268400,,,,0
2018,Ontario,2021A000235,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596448750,25.5.1.1,1632700,,,,0
2021,Ontario,2021A000235,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596448750,25.5.1.1,1754300,,,,0
2022,Ontario,2021A000235,Renter,"Total, structural type of dwelling",Number of households,Number,223,units,0,v1596448750,25.5.1.1,1963600,,,,0
2018,Ontario,2021A000235,Renter,Single-detached house,Number of households,Number,223,units,0,v1596448816,25.5.2.1,195300,,,,0
2021,Ontario,2021A000235,Renter,Single-detached house,Number of households,Number,223,units,0,v1596448816,25.5.2.1,249100,,,,0
2022,Ontario,2021A000235,Renter,Single-detached house,Number of households,Number,223,units,0,v1596448816,25.5.2.1,263700,,,,0
2018,Ontario,2021A000235,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596448882,25.5.3.1,57100,,,,0
2021,Ontario,2021A000235,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596448882,25.5.3.1,70000,,,,0
2022,Ontario,2021A000235,Renter,Semi-detached house,Number of households,Number,223,units,0,v1596448882,25.5.3.1,80400,,,,0
2018,Ontario,2021A000235,Renter,Row house,Number of households,Number,223,units,0,v1596448924,25.5.4.1,153500,,,,0
2021,Ontario,2021A000235,Renter,Row house,Number of households,Number,223,units,0,v1596448924,25.5.4.1,181700,,,,0
2022,Ontario,2021A000235,Renter,Row house,Number of households,Number,223,units,0,v1596448924,25.5.4.1,194800,,,,0
2018,Ontario,2021A000235,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596448930,25.5.5.1,61600,,,,0
2021,Ontario,2021A000235,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596448930,25.5.5.1,81500,,,,0
2022,Ontario,2021A000235,Renter,Apartment or flat in a duplex,Number of households,Number,223,units,0,v1596448930,25.5.5.1,68300,,,,0
2018,Ontario,2021A000235,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596448936,25.5.6.1,679900,,,,0
2021,Ontario,2021A000235,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596448936,25.5.6.1,694300,,,,0
2022,Ontario,2021A000235,Renter,Apartment in a building that has five or more storeys,Number of households,Number,223,units,0,v1596448936,25.5.6.1,852000,,,,0
2018,Ontario,2021A000235,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596448942,25.5.7.1,464400,,,,0
2021,Ontario,2021A000235,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596448942,25.5.7.1,469200,,,,0
2022,Ontario,2021A000235,Renter,Apartment in a building that has fewer than five storeys,Number of households,Number,223,units,0,v1596448942,25.5.7.1,500500,,,,0
2018,Ontario,2021A000235,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596448948,25.5.8.1,5700,,,,0
2021,Ontario,2021A000235,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596448948,25.5.8.1,6200,,,,0
2022,Ontario,2021A000235,Renter,Other single-attached house,Number of households,Number,223,units,0,v1596448948,25.5.8.1,3300,,,,0
2018,Ontario,2021A000235,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596448954,25.5.9.1,1200,,,,0
2021,Ontario,2021A000235,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596448954,25.5.9.1,2300,,,,0
2022,Ontario,2021A000235,Renter,Movable dwelling,Number of households,Number,223,units,0,v1596448954,25.5.9.1,600,,,,0
2018,Ontario,2021A000235,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596448756,25.5.10.1,1632800,,,,0
2021,Ontario,2021A000235,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596448756,25.5.10.1,1754300,,,,0
2022,Ontario,2021A000235,Renter,"Total, condominium status",Number of households,Number,223,units,0,v1596448756,25.5.10.1,1963600,,,,0
2018,Ontario,2021A000235,Renter,Condominium,Number of households,Number,223,units,0,v1596448762,25.5.11.1,212300,,,,0
2021,Ontario,2021A000235,Renter,Condominium,Number of households,Number,223,units,0,v1596448762,25.5.11.1,280000,,,,0
2022,Ontario,2021A000235,Renter,Condominium,Number of households,Number,223,units,0,v1596448762,25.5.11.1,315000,,,,0
2018,Ontario,2021A000235,Renter,Not condominium,Number of households,Number,223,units,0,v1596448768,25.5.12.1,1420500,,,,0
2021,Ontario,2021A000235,Renter,Not condominium,Number of households,Number,223,units,0,v1596448768,25.5.12.1,1474300,,,,0
2022,Ontario,2021A000235,Renter,Not condominium,Number of households,Number,223,units,0,v1596448768,25.5.12.1,1648600,,,,0
2021,Ontario,2021A000235,Renter,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596448774,25.5.13.1,1754400,,,,0
2022,Ontario,2021A000235,Renter,"Total, satisfaction with dwelling",Number of households,Number,223,units,0,v1596448774,25.5.13.1,1963500,,,,0
2021,Ontario,2021A000235,Renter,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596448780,25.5.14.1,412700,,,,0
2022,Ontario,2021A000235,Renter,Dwelling satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596448780,25.5.14.1,502800,,,,0
2021,Ontario,2021A000235,Renter,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596448786,25.5.15.1,460300,,,,0
2022,Ontario,2021A000235,Renter,Dwelling satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596448786,25.5.15.1,553900,,,,0
2021,Ontario,2021A000235,Renter,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596448792,25.5.16.1,881400,,,,0
2022,Ontario,2021A000235,Renter,"Dwelling satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596448792,25.5.16.1,906800,,,,0
2021,Ontario,2021A000235,Renter,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596448798,25.5.17.1,1754400,,,,0
2022,Ontario,2021A000235,Renter,"Total, satisfaction with neighbourhood",Number of households,Number,223,units,0,v1596448798,25.5.17.1,1963600,,,,0
2021,Ontario,2021A000235,Renter,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596448804,25.5.18.1,306500,,,,0
2022,Ontario,2021A000235,Renter,Neighbourhood satisfaction rating between 0 and 5,Number of households,Number,223,units,0,v1596448804,25.5.18.1,408800,,,,0
2021,Ontario,2021A000235,Renter,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596448810,25.5.19.1,353000,,,,0
2022,Ontario,2021A000235,Renter,Neighbourhood satisfaction rating of 6 or 7,Number of households,Number,223,units,0,v1596448810,25.5.19.1,478600,,,,0
2021,Ontario,2021A000235,Renter,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596448822,25.5.20.1,1094900,,,,0
2022,Ontario,2021A000235,Renter,"Neighbourhood satisfaction rating of 8, 9 or 10",Number of households,Number,223,units,0,v1596448822,25.5.20.1,1076200,,,,0
2018,Ontario,2021A000235,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596448828,25.5.21.1,156000,,,,0
2021,Ontario,2021A000235,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596448828,25.5.21.1,165300,,,,0
2022,Ontario,2021A000235,Renter,"Moved because the household was forced to move by a landlord, a bank or other financial institution or the government",Number of households,Number,223,units,0,v1596448828,25.5.21.1,168100,,,,0
2018,Ontario,2021A000235,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596448834,25.5.22.1,12800,,,,0
2021,Ontario,2021A000235,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596448834,25.5.22.1,16500,,,,0
2022,Ontario,2021A000235,Renter,Moved due to a natural disaster or fire,Number of households,Number,223,units,0,v1596448834,25.5.22.1,12900,,,,0
2018,Ontario,2021A000235,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596448840,25.5.23.1,169500,,,,0
2021,Ontario,2021A000235,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596448840,25.5.23.1,172500,,,,0
2022,Ontario,2021A000235,Renter,Moved for a new job or job transfer,Number of households,Number,223,units,0,v1596448840,25.5.23.1,239100,,,,0
2018,Ontario,2021A000235,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596448846,25.5.24.1,83200,,,,0
2021,Ontario,2021A000235,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596448846,25.5.24.1,97000,,,,0
2022,Ontario,2021A000235,Renter,Moved for a new school,Number of households,Number,223,units,0,v1596448846,25.5.24.1,73800,,,,0
2018,Ontario,2021A000235,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596448852,25.5.25.1,174600,,,,0
2021,Ontario,2021A000235,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596448852,25.5.25.1,147400,,,,0
2022,Ontario,2021A000235,Renter,Moved to form own household,Number of households,Number,223,units,0,v1596448852,25.5.25.1,164100,,,,0
2018,Ontario,2021A000235,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596448858,25.5.26.1,153700,,,,0
2021,Ontario,2021A000235,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596448858,25.5.26.1,151300,,,,0
2022,Ontario,2021A000235,Renter,Moved to be closer to family,Number of households,Number,223,units,0,v1596448858,25.5.26.1,152300,,,,0
2018,Ontario,2021A000235,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596448864,25.5.27.1,317700,,,,0
2021,Ontario,2021A000235,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596448864,25.5.27.1,326800,,,,0
2022,Ontario,2021A000235,Renter,Moved because of a change in household or family size,Number of households,Number,223,units,0,v1596448864,25.5.27.1,249500,,,,0
2018,Ontario,2021A000235,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596448870,25.5.28.1,125100,,,,0
2021,Ontario,2021A000235,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596448870,25.5.28.1,144800,,,,0
2022,Ontario,2021A000235,Renter,Moved to reduce commuting time,Number of households,Number,223,units,0,v1596448870,25.5.28.1,152400,,,,0
2018,Ontario,2021A000235,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596448876,25.5.29.1,355700,,,,0
2021,Ontario,2021A000235,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596448876,25.5.29.1,405800,,,,0
2022,Ontario,2021A000235,Renter,Moved to upgrade to a larger dwelling or better quality dwelling,Number of households,Number,223,units,0,v1596448876,25.5.29.1,374100,,,,0
